SMILES,Cp,Molar Mass (g/mol)
*c1ccc2c(c1)Sc1cc(-c3sc4cc(*)sc4c3CCCCC)ccc1N2CCCCCCCCCCCC,1301.47,573.91
*c1cc(OCCCCCCCCCC)c(-c2sc(-c3cc(/C=C/c4ccccc4)c(*)s3)cc2OCCCCCCCCCC)s1,1363.09,661.03
*c1csc(-c2cc(-c3cc(C)c(*)cc3C)cs2)c1,1065.14,268.4
*c1cc(-c2cc(C)c(Br)cc2C)c(*)s1,1083.94,265.16
*c1ccc(-c2csc(-c3cc(*)cs3)c2)cc1,914.52,240.34
*c1cc(-c2ccc(Br)cc2)c(*)s1,933.49,237.11
*c1cc2sc(-c3sc(-c4cc(CCCCCCCCCCBr)c(*)s4)cc3CCCCCCCCCCBr)cc2s1,1192.65,740.77
*/C=C/c1ccc2c(c1)Sc1cc(*)ccc1N2c1ccc(OCCCCCCCCCCCC)cc1,1409.71,483.7
*/C=C/c1ccc(/C=C/c2ccc3c(c2)Sc2cc(*)ccc2N3c2ccc(OCCCCCCCCCCCC)cc2)cc1,1403.61,585.82
*/C=C/c1ccc(/C=C/c2ccc3c(c2)Sc2cc(*)ccc2N3c2ccc(OCCCCCCCCCCCC)cc2)s1,1359.57,591.86
*c1cc(CC(=O)OC)c(*)s1,1117.86,154.19
*Sc1ccc(*)cc1,1007.75,108.16
*Sc1cccc(Sc2ccc(Sc3ccc(*)cc3)cc2)c1,1007.75,324.49
*CCCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O*)cc2)cc1,1355.67,338.39
*CCCCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O*)cc2)cc1,1373.65,352.41
*CCCCCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O*)cc2)cc1,1390.25,366.44
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1268.76,476.54
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(Cc4ccc(C(*)=O)cc4)cc3)cc2)cc1,1232.33,448.49
*Oc1ccc(OC(=O)c2cccc(C(*)=O)c2)cc1,1165.93,240.2
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3cc(CCCCC)cc(C(*)=O)c3)cc2)cc1,1213.6,450.5
*OS(=O)(=O)c1cccc(C(=O)Oc2ccc(C(C)(C)c3ccc(*)cc3)cc2)c1,1169.65,394.43
*CCN(CCOC(=O)c1cccc(C(=O)O*)c1)c1ccccc1,1302.69,311.33
*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCC(*)=O)cc3)CCCCC2)cc1,1417.11,434.55
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)CCCCC2)cc1,1249.91,398.44
*Oc1ccc(C(CC)(c2ccccc2)c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,1364.16,470.58
*Oc1ccc(C(CC)(c2ccccc2)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1206.42,434.47
*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,1297.79,518.62
*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1150.78,482.51
*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCC(*)=O)cc3)CCc3ccccc32)cc1,1333.34,468.57
*Oc1ccc(C2(c3ccc(OC(=O)C(C)(C)C(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,1195.0,446.48
*Oc1ccc(C2(c3ccc(OC(=O)CCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,1172.3,432.45
*Oc1ccc(C2(c3ccc(OC(=O)CCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,1192.25,446.48
*Oc1ccc(C2(c3ccc(OC(=O)CCCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,1210.98,460.5
*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,1245.23,488.55
*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,1260.91,502.58
*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,1289.8,530.63
*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,1303.13,544.66
*Oc1ccc(C2(c3ccc(OC(=O)c4cc(Cl)cc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,1094.05,514.93
*Oc1ccc(C2(c3ccc(OC(=O)c4cc(C(*)=O)cc(C(C)(C)C)c4)cc3)c3ccccc3-c3ccccc32)cc1,1209.63,536.59
*Oc1ccc(C2(c3ccc(OC(=O)CCC(*)=O)cc3)c3ccccc3C(=O)c3ccccc32)cc1,1167.68,460.46
*Oc1ccc(C2(c3ccc(OC(=O)CCCCC(*)=O)cc3)c3ccccc3C(=O)c3ccccc32)cc1,1204.41,488.51
*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCC(*)=O)cc3)c3ccccc3C(=O)c3ccccc32)cc1,1266.53,544.62
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)c3ccccc3C(=O)c3ccccc32)cc1,1124.82,508.5
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3C(=O)c3ccccc32)cc1,1124.82,508.5
*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCC(*)=O)cc3)c3ccccc3Cc3ccccc32)cc1,1289.8,530.63
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)c3ccccc3Cc3ccccc32)cc1,1145.79,494.52
*CCC(C)(C)CC(C)COC(=O)CCCCC(=O)O*,1631.84,270.36
*CCC(C)(C)CC(C)COC(=O)c1ccc(C(=O)O*)cc1,1463.01,290.35
*C/C=C/COC(=O)CCCCCCCCC(=O)O*,1647.4,254.32
*C/C=C/COC(=O)CCCCCCCCC(=O)O*,1647.4,254.32
*Oc1ccc(C(CC)(CC)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1275.9,386.43
*Oc1ccc(C(c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)C(Cl)(Cl)Cl)cc1,1045.54,447.67
*Oc1ccc(C(CC)(CC)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,1275.9,386.43
*Oc1ccc(C(C)(CC)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,1255.88,372.4
*Oc1ccc(C(C)(c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)C(C)C)cc1,1276.78,386.43
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,1186.38,420.44
*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,1150.78,482.51
*Oc1ccc(C(c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)C(Cl)(Cl)Cl)cc1,1045.54,447.67
*Oc1ccc(C(C)(CC)c2ccc(OC(=O)/C=C/C(*)=O)cc2)cc1,1359.08,322.34
*Oc1ccc(C2(c3ccc(OC(=O)/C=C/C(*)=O)cc3)CCCCC2)cc1,1344.54,348.38
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1206.66,462.48
*Oc1ccc(C(=O)c2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1206.66,462.48
*Oc1ccc(Cc2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1232.33,448.49
*Oc1ccc(C(CC)(CC)c2ccc(OC(=O)c3ccc(Cc4ccc(C(*)=O)cc4)cc3)cc2)cc1,1266.18,476.54
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(Cl)(Cl)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1136.0,517.38
*CC1CC(COC(=O)c2ccc(C(=O)O*)cc2)CC(C(C)(C)C)C1,1456.17,330.41
*CC1CCCC(COC(=O)c2ccc(C(=O)O*)cc2)C1,1378.62,274.3
*CCCCC(=O)S*,1343.64,116.18
*CCOC(=O)Cc1ccc(C(=O)O*)cc1,1314.86,206.19
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(CC(*)=O)cc3)cc2)cc1,1255.88,372.4
*Cc1ccc(COC(=O)Cc2ccc(C(=O)O*)cc2)cc1,1261.54,282.28
*CC(C)(C)COC(=O)Cc1ccc(C(=O)O*)cc1,1403.28,248.27
*CCCCCCCCCCOC(=O)c1ccccc1C(=O)O*,1473.72,304.37
*CCCCCCCCCCCCCCCCCCCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,1511.47,520.72
*OC(C)CCOC(=O)CCCCCCCCC(*)=O,1617.43,256.33
*OC(C)CCOC(=O)CCCCC(*)=O,1564.22,200.23
*Cc1cc(C)c(C(=O)O*)cc1C,1437.42,162.18
*Oc1ccc(/C=N/c2cccc3c(/N=C/c4ccc(OC(=O)CCCCC(*)=O)c(OC)c4)cccc23)cc1OC,1258.12,584.6
*Oc1ccc(/C=N/c2ccc(/N=C/c3ccc(OC(=O)c4ccc(C(*)=O)cc4)c(OC)c3)cc2)cc1OC,1214.1,530.52
*Oc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC(=O)c5ccc(C(*)=O)cc5)c(OC)c4)cc3)cc2)cc1OC,1201.93,606.61
*Oc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(OC(=O)c5cccc(C(*)=O)c5)c(OC)c4)cc3)cc2)cc1OC,1201.93,606.61
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CC(C)CCC(*)=O)cc2)cc1,1374.61,352.41
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCCCC(*)=O)c(C)c2)cc1C,1418.58,366.44
*Cc1ccc(COC(=O)c2ccc3cc(C(=O)O*)ccc3c2)cc1,1185.28,342.33
*CCCCCCCCCCOC(=O)CC(C)(C)CC(=O)O*,1647.2,298.41
*CC(CC)(CC)COC(=O)CCC(=O)O*,1584.29,214.25
*CCCCCCCCCCOC(=O)CC(C)C(=O)O*,1627.29,270.36
*CCOC(=O)CC(=O)O*,1430.54,130.1
*CCOC(=O)CCCC(=O)O*,1497.38,158.15
*CCCCCCOC(=O)CC(=O)O*,1544.08,186.2
*OC(C)CCOC(=O)C(*)=O,1469.57,144.12
*OC(C)CCOC(=O)CC(*)=O,1499.53,158.15
*OC(C)CCOC(=O)CCC(*)=O,1524.6,172.18
*OC(C)CCOC(=O)CCCC(*)=O,1545.9,186.2
*OC(C)CCOC(=O)CCCCCC(*)=O,1580.13,214.25
*OC(C)CCOC(=O)CCCCCCCC(*)=O,1606.44,242.31
*OC(C)CCOC(=O)CCCCCCCCCCC(*)=O,1636.17,284.38
*OC(CC(*)=O)C(C)(C)C,1641.31,128.17
*CCCCCC(=O)NCCOC(=O)CCCCC(=O)O*,1520.53,285.33
*CCCCCC(=O)NCCOC(=O)c1ccc(C(=O)O*)cc1,1367.28,305.32
*CCCCCC(=O)NCCNC(=O)CCCCCOC(=O)CCCCC(=O)O*,1519.63,398.49
*CCCCCC(=O)NCCNC(=O)CCCCCOC(=O)c1ccc(C(=O)O*)cc1,1407.86,418.48
*CCCCCC(=O)NCCCCCCNC(=O)CCCCCOC(=O)c1ccc(C(=O)O*)cc1,1455.08,474.58
*CCCCCC(=O)Nc1ccc(NC(=O)CCCCCOC(=O)c2ccc(C(=O)O*)cc2)cc1,1336.41,466.52
*CCCCCC(=O)Nc1ccc(NC(=O)CCCCCOC(=O)CCCCC(=O)O*)cc1,1432.95,446.53
*CCCCCOC(=O)CC(=O)O*,1522.63,172.18
*CCCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,1445.27,606.78
*CCOC(=O)CCC(C)CC(=O)O*,1545.9,186.2
*CCCOC(=O)CCC(C)CC(=O)O*,1564.22,200.23
*CCCCOC(=O)CCC(C)CC(=O)O*,1580.13,214.25
*CCCCCOC(=O)CCC(C)CC(=O)O*,1594.09,228.28
*CCCCCCOC(=O)CCC(C)CC(=O)O*,1606.44,242.31
*CCCCCCCCCCCCCCCCCCCCOC(=O)CC(CC(=O)O*)c1ccc([N+](=O)[O-])cc1,1574.76,531.71
*CCCCOC(=O)CCCCCNC(=O)O*,1484.47,256.3
*CCCCCOC(=O)CCCCCNC(=O)O*,1501.22,270.33
*CCCCCCOC(=O)CCCCCNC(=O)O*,1516.32,284.35
*CCCCCCCCCCOC(=O)CCCCCNC(=O)O*,1564.28,340.46
*CC1CCC(COC(=O)c2cccc(NC(=O)O*)c2)CC1,1328.97,316.35
*CCCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,1420.2,262.29
*CCCCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,1439.85,276.32
*CCCCCCCCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,1501.88,332.42
*CCCCCCCCCCCCCCCCCCCCOC(=O)Cc1ccc(CC(=O)O*)cc1,1592.52,472.68
*OC(C)COC(=O)Cc1ccc(CC(*)=O)cc1,1375.29,234.24
*CCCCCCCCCCOC(=O)C1CCC(C(=O)O*)CC1,1597.71,310.42
*CCCCCCCCCCCCCCCCCCCCOC(=O)C1CCC(C(=O)O*)CC1,1662.95,450.68
*OC(C)COC(=O)C1CCC(C(*)=O)CC1,1502.32,212.24
*Cc1ccc(COC(=O)CC(=O)O*)cc1,1314.86,206.19
*Cc1ccc(COC(=O)CCCCCCCCCCCCCCCCCCC(=O)O*)cc1,1578.97,444.63
*Cc1ccc(COC(=O)CCCCS(=O)(=O)CCCCC(=O)O*)cc1,1352.4,368.44
*Cc1ccc(COC(=O)c2ccccc2C(=O)O*)cc1,1233.0,268.26
*Cc1ccc(COC(=O)c2cccc(-c3cccc(C(=O)O*)c3)c2)cc1,1207.38,344.35
*Cc1ccc(COC(=O)c2ccccc2-c2ccccc2C(=O)O*)cc1,1207.38,344.35
*Cc1ccc(COC(=O)c2cc(C)c(C(=O)O*)cc2C)cc1,1339.28,296.31
*Cc1ccc(COC(=O)c2cccc(Cc3cccc(C(=O)O*)c3)c2)cc1,1230.86,358.37
*Cc1ccc(COC(=O)c2ccc(Cc3ccc(C(=O)O*)cc3)cc2)cc1,1230.86,358.37
*Cc1ccc(COC(=O)c2ccc(C(=O)c3ccc(C(=O)O*)cc3)cc2)cc1,1199.03,372.36
*Cc1ccc(COC(=O)c2ccc(CCc3ccc(C(=O)O*)cc3)cc2)cc1,1252.58,372.4
*CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)O*,1691.91,424.64
*CCCCCCOC(=O)/C=C/C(=O)O*,1602.12,198.21
*CC(C)(CC)COC(=O)CCCCCCCCC(=O)O*,1639.3,284.38
*OC(C)CCC(C)OC(=O)CCCCCCCCC(*)=O,1637.36,284.38
*Oc1ccc(/C(C)=C/c2ccc(OC(=O)CCCCCCCCCCC(*)=O)cc2)cc1,1444.14,420.53
*CC#CC#CCOC(=O)CCCCC(=O)O*,1303.08,220.22
*CCOC(=O)CC(CC(=O)O*)c1ccc([N+](=O)[O-])cc1,1364.47,279.24
*CC(CCl)(CCl)COC(=O)CCCCCCCCC(=O)O*,1399.18,339.24
*CC(CCl)(CCl)COC(=O)c1ccccc1C(=O)O*,1177.27,303.13
*CC(CCl)(CCl)COC(=O)c1cccc(C(=O)O*)c1,1177.27,303.13
*CC(CCl)(CCl)COC(=O)c1ccc(C(=O)O*)cc1,1177.27,303.13
*CC(CI)(CI)COC(=O)CCCCC(=O)O*,1287.36,466.04
*CC(CCl)(CI)COC(=O)CCCCC(=O)O*,1299.05,374.59
*CC1CCC(COC(=O)c2ccc(NC(=O)O*)cc2)CC1,1328.97,316.35
*OC(CC(C)C)C(*)=O,1613.11,114.14
*OC1CCC(OC(=O)CCC(*)=O)CC1,1479.02,198.21
*CCCCOC(=O)C1C(=O)C2CCC1C(=O)C2C(=O)O*,1375.75,280.27
*CCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCOC(=O)C1CC(=O)C(C(=O)O*)CC1=O,1529.86,566.67
*CCCCCCOC(=O)CCC(=O)OCCCCCCOC(=O)C1C/C(=N\C)C(C(=O)O*)C/C1=N\C,1522.77,508.6
*CCCCCCOC(=O)CCC(=O)OCCCCCCOC(=O)C1CC(=O)C(C(=O)O*)CC1=O,1481.46,482.51
*CCCCCCOC(=O)C1CC(=O)C(C(=O)O*)CC1=O,1435.72,282.28
*CC(CC)(C(=O)O*)c1ccccc1,1368.46,176.21
*Oc1cccc(OC(=O)c2cc(C(C)(C)C)c(OC(=O)c3ccc(C(=O)Oc4c(C(C)(C)C)cc(C(*)=O)cc4C(C)(C)C)cc3)c(C(C)(C)C)c2)c1,1416.07,704.82
*Oc1cccc(OC(=O)c2cc(C(C)C)c(OC(=O)c3ccc(C(=O)Oc4c(C(C)C)cc(C(*)=O)cc4C(C)C)cc3)c(C(C)C)c2)c1,1376.74,648.72
*CCCCCCOC(=O)C1C(=O)C2CCC1C(=O)C2C(=O)O*,1415.02,308.32
*Oc1c(C(C)C)cc(C(*)=O)cc1C(C)C,1516.95,204.26
*CCCCCCOC(=O)CCC(=O)OCCCCCCOC(=O)C1C/C(=N\CCCCCCCCCCCCCCCCCC)C(C(=O)O*)C/C1=N\CCCCCCCCCCCCCCCCCC,1660.48,985.48
*Oc1cccc(OC(=O)c2cc(C(C)(C)C)c(OC(=O)c3cc(C(C)(C)C)c(OC(=O)c4ccc(C(=O)Oc5c(C(C)(C)C)cc(C(=O)Oc6c(C(C)(C)C)cc(C(*)=O)cc6C(C)(C)C)cc5C(C)(C)C)cc4)c(C(C)(C)C)c3)c(C(C)(C)C)c2)c1,1467.45,1169.44
*Cc1ccc(COC(=O)c2cc(-c3ccccc3)ccc2C(=O)O*)cc1,1213.19,344.35
*=Nc1ccc(/N=C2\C(=O)N=C(OC(=O)c3ccc(C(=O)OC4=NC(=O)C(=*)C(=O)N4)cc3)NC2=O)cc1,1118.35,546.4
*Cc1ccc(Cc2ccc(CSC(=O)CCCCC(=O)S*)cc2)cc1,1233.03,370.53
*Cc1ccc(Cc2ccc(CSC(=O)CCCCCCCCC(=O)S*)cc2)cc1,1308.56,426.63
*Cc1ccc(Cc2ccc(CSC(=O)c3ccccc3C(=O)S*)cc2)cc1,1127.92,390.51
*Cc1ccc(Cc2ccc(CSC(=O)c3cccc(C(=O)S*)c3)cc2)cc1,1127.92,390.51
*Cc1ccc(Cc2ccc(CSC(=O)c3ccc(C(=O)S*)cc3)cc2)cc1,1127.92,390.51
*CCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,1439.85,276.32
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3c(Cl)c(Cl)c(C(*)=O)c(Cl)c3Cl)cc2)cc1,1097.74,497.15
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3c(F)c(F)c(C(*)=O)c(F)c3F)cc2)cc1,1318.14,431.35
*Oc1ccc(/C(C)=N/N=C(\C)c2ccc(OC(=O)CCCCCCCCCCC(*)=O)cc2)cc1,1415.22,462.57
*Oc1ccc(/C(C)=N/N=C(\C)c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,1389.9,434.52
*Oc1ccc(/C(C)=N/N=C(\C)c2ccc(OC(=O)CCCCCCC(*)=O)cc2)cc1,1361.09,406.47
*Oc1ccc(/C(C)=N/N=C(\C)c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,1437.64,490.62
*CCCCCCCOC(=O)C(=O)O*,1544.08,186.2
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)c(C)c3)c3ccccc3-c3ccccc32)cc1C,1184.44,508.54
*Oc1c(C)cc(C2(c3cc(C)c(OC(=O)c4cccc(C(*)=O)c4)c(C)c3)c3ccccc3-c3ccccc32)cc1C,1254.99,536.59
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1CCCCCC,1348.35,324.36
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1CCCCCCC,1367.37,338.39
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1CCCCCCCC,1384.88,352.41
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1CCCCCCCCC,1401.06,366.44
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1CCCCCCCCCC,1416.03,380.46
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1CCCCCCCCCCC,1429.95,394.49
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1CCCCCCCCCCCC,1442.91,408.52
*CCCCOC(=O)/C=C/C(=O)O*,1568.29,170.16
*CCCCOC(=O)/C=C/C(=O)O*,1568.29,170.16
*Oc1ccc2c(c1)C(C)(c1ccc(OC(=O)c3cccc(C(*)=O)c3)cc1)CC2(C)C,1266.03,398.44
*Oc1ccc2c(c1)C(C)(c1ccc(OC(=O)c3ccc(C(*)=O)cc3)cc1)CC2(C)C,1266.03,398.44
*Oc1ccc2cc(OC(=O)c3ccc(NC(=O)c4ccc(C(*)=O)cc4)cc3)ccc2c1,1119.08,433.4
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc(NC(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1090.58,499.49
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(NC(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1198.53,477.49
*Oc1ccc(OC(=O)c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1141.06,359.32
*Oc1cccc(OC(=O)c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)c1,1141.06,359.32
*CCNC(=O)c1cccc(C(=O)NCCOC(=O)c2cccc(C(=O)O*)c2)c1,1232.75,382.36
*CCNC(=O)c1cccc(C(=O)NCCOC(=O)c2ccc(C(=O)O*)cc2)c1,1232.75,382.36
*CCNC(=O)c1ccc(C(=O)NCCOC(=O)c2cccc(C(=O)O*)c2)cc1,1232.75,382.36
*CCNC(=O)c1ccc(C(=O)NCCOC(=O)c2ccc(C(=O)O*)cc2)cc1,1232.75,382.36
*c1ccc(C(=O)NNC(=O)c2ccc(C(=O)NNC(=O)c3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2)cc1,1088.02,532.5
*Oc1c(OC)cc(-c2cc(OC)c(OC(=O)c3ccc(C(*)=O)cc3)c(OC)c2)cc1OC,1377.5,436.4
*Oc1c(OC)cc(-c2cc(OC)c(OC(=O)c3cccc(C(*)=O)c3)c(OC)c2)cc1OC,1377.5,436.4
*Oc1c(OC)cc(-c2cc(OC)c(OC(=O)CCCCCCCCC(*)=O)c(OC)c2)cc1OC,1521.51,472.52
*Oc1ccc(-c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1154.17,316.3
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc3ccccc3c2)cc1,1146.83,406.37
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccc3ccccc3c2)cc1,1098.52,422.44
*Oc1ccc(-c2ccc(OC(=O)c3ccc(C(*)=O)cc3Sc3ccc4ccccc4c3)cc2)cc1,1101.35,498.53
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccccc2)cc1,1122.56,348.37
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccc(C)cc2)cc1,1157.86,362.39
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccc(Cl)cc2)cc1,1074.06,382.81
*OC(C)(CC(*)=O)C(F)(F)F,1482.32,154.09
*OC(C)CCOC(=O)C(CCCCCCOc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1)C(*)=O,1385.03,494.53
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccccc2)cc1C,1163.38,362.39
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccccc2)cc1-c1ccccc1,1126.28,424.46
*OC(C=C)CC(*)=O,1507.06,98.1
*OC(CC(*)=O)C1CCC=CO1,1590.04,154.16
*OC(CC(*)=O)C1CO1,1440.6,114.1
*OC(C)C(=O)OCC(*)=O,1433.15,130.1
*Oc1ccc(-c2ccc(OC(=O)c3ccc(-c4ccc(C(*)=O)cc4)cc3-c3ccccc3)cc2)cc1,1146.39,468.48
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2-c2ccccc2)cc1,1152.07,392.39
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2-c2ccccc2)c2ccccc12,1140.62,466.46
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2-c2ccccc2)cc1C,1187.46,406.41
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2-c2ccccc2)cc1-c1ccccc1,1150.66,468.48
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2-c2ccccc2)cc1C(C)(C)c1ccccc1,1207.19,510.56
*Oc1ccc2cc(OC(=O)c3ccc(-c4ccc(C(*)=O)cc4)cc3-c3ccccc3)ccc2c1,1129.9,466.46
*OC(COc1ccccc1)CC(*)=O,1351.84,178.18
*OC(CCOc1ccccc1)CC(*)=O,1385.08,192.21
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccccc3-c3ccccc3C(*)=O)cc2)cc1,1213.77,434.47
*CC(C)(CC)COC(=O)c1ccc(C(=O)O*)cc1,1403.28,248.27
*CCCCCCCCCCn1c2ccccc2c2cc(/C=C(\C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c3ccc4c(c3)c3ccccc3n4*)ccc21,1346.4,744.9
*CCCCCCCCCn1c2ccccc2c2cc(/C=C(\C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c3ccc4c(c3)c3ccccc3n4*)ccc21,1337.56,730.88
*CCCCCCCCn1c2ccccc2c2cc(/C=C(\C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c3ccc4c(c3)c3ccccc3n4*)ccc21,1328.36,716.85
*CCCCCCCn1c2ccccc2c2cc(/C=C(\C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c3ccc4c(c3)c3ccccc3n4*)ccc21,1318.8,702.83
*CCCCCCn1c2ccccc2c2cc(/C=C(\C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c3ccc4c(c3)c3ccccc3n4*)ccc21,1308.86,688.8
*Oc1ccc(-c2ccc(OC(=O)c3ccc(-c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1146.98,392.39
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1,1154.17,316.3
*Oc1ccc2cc(OC(=O)c3ccc(-c4ccc(C(*)=O)cc4)cc3)ccc2c1,1127.28,390.37
*Oc1ccc(-c2ccc(C(*)=O)cc2)cc1,1155.44,196.19
*OC(CCCCCCC=C)CC(*)=O,1645.73,182.25
*OC(CCc1ccccc1)CC(*)=O,1363.4,176.21
*OC(CCCCC)CC(*)=O,1649.04,142.19
