PID,SMILES,Cp,No Zero Cp Group
P462105,*NC1=CC(=O)C(*)=CC1=O,979.82,True
P462106,*N=C1C=CC(=NC2=CC(=O)C(*)=CC2=O)C=C1,1089.5,True
P462107,*/N=C1\C=C/C(=N/C2=CC(=O)C(*)=CC2=O)c2ccccc21,1039.41,True
P462112,*c1ccc2c(c1)c1cc(*)ccc1n2CC,1124.78,True
P462113,*c1ccc2c(c1)c1cc(*)ccc1n2-c1ccccc1,1022.47,True
P462114,*Nc1ccc(*)cc1Br,662.05,True
P462138,*Nc1cc(Cl)c(*)cc1Cl,834.09,True
P462139,*Nc1ccc(*)c(Cl)c1Cl,834.09,True
P462140,*Nc1c(Cl)cc(*)cc1Cl,834.09,True
P462141,*Nc1cc(Br)c(*)cc1Br,529.74,True
P462142,*Nc1c(Br)cc(*)cc1Br,529.74,True
P462144,*/C=C/c1ccc(*)n1C,1226.03,True
P462145,*/C=C/c1ccc(*)n1CCCCCC,1458.64,True
P462146,*/C=C/c1ccc(*)n1CCCCCCCCCCCC,1571.76,True
P462147,*c1ccc2c(c1)c1cc(*)ccc1n2C,1071.36,True
P462148,*Nc1ccc(*)c2ccccc12,956.8,True
P462150,*Nc1cc2cccc3c(*)cc4cccc1c4c23,925.89,True
P462153,*c1ccc(Cc2ccc(N(c3ccc(C)cc3)c3ccc(-c4ccc(N(*)c5ccc(C)cc5)cc4)cc3)cc2)cc1,1123.87,True
P462154,*c1ccc(C(c2ccccc2)c2ccc(N(c3ccc(C)cc3)c3ccc(-c4ccc(N(*)c5ccc(C)cc5)cc4)cc3)cc2)cc1,1107.88,True
P462155,*c1ccc2c(c1)c1cc(*)ccc1n2C=C,1058.19,True
P462157,*Nc1ccc(Nc2ccc(*)cc2)cc1C(=O)O,1013.57,True
P462181,*Nc1ccc(*)cc1F,986.69,True
P462182,*/C=C/C(=O)c1cccc(C(=O)/C=C/Nc2ccc(Cc3ccc(N*)cc3)cc2)c1,1080.23,True
P462183,*/C=C/C(=O)c1ccc(C(=O)/C=C/Nc2ccc(Cc3ccc(N*)cc3)cc2)cc1,1080.23,True
P462184,*c1cccc(N/C=C/C(=O)c2cccc(C(=O)/C=C/Nc3cccc(S(*)(=O)=O)c3)c2)c1,1011.91,True
P462185,*c1cccc(N/C=C/C(=O)c2ccc(C(=O)/C=C/Nc3cccc(S(*)(=O)=O)c3)cc2)c1,1011.91,True
P462186,*CC(O)C(O)CN(*)c1ccc(N(C)C)cc1,1307.79,True
P462187,*CC(O)CCCCC(O)CN(*)c1ccc(N(C)C)cc1,1408.47,True
P462188,*CCC1CN(c2ccc(N(C)C)cc2)CC1*,1421.04,True
P462189,*CC(OC)C1CN(c2ccc(N(C)C)cc2)CC1*,1401.89,True
P462190,*c1[nH]c(*)c2c1-c1ccc(CCCCCC)c3c(CCCCCC)ccc-2c13,1320.07,True
P462191,*c1[nH]c(*)c2c1-c1ccc(C)c3c(C)ccc-2c13,1005.49,True
P462192,*c1[nH]c(*)c2c1-c1ccc(Cl)c3c(Cl)ccc-2c13,816.96,True
P462193,*c1[nH]c(*)c2c1-c1cccc3cccc-2c13,901.93,True
P462196,*c1c2ccccc2c(*)n1C,1077.77,True
P462203,*c1cn(*)c2ccccc12,1022.32,True
P462206,*Nc1ccc(-c2ccc(*)cc2)c(C)c1,1081.23,True
P462207,*Nc1ccc(-c2ccc(*)cc2)c(OC)c1,1078.7,True
P462212,*Nc1cc(*)ccc1N,1010.1,True
P462219,*CCCCCC/N=C/c1cc(Cc2cc(/C=N/*)c(O)c([N+](=O)[O-])c2)cc([N+](=O)[O-])c1O,1163.4,True
P462224,*Nc1ccc(*)cc1O,963.96,True
P462228,*c1ccc(-c2ccc(N(c3ccccc3)c3ccc4ccc(N(*)c5ccccc5)cc4c3)cc2)cc1,1046.28,True
P462229,*c1ccc(-c2ccc(N(c3ccc(OC)cc3)c3ccc4ccc(N(*)c5ccc(OC)cc5)cc4c3)cc2)cc1,1081.11,True
P462230,*c1cc(CCCCCC)c(*)[nH]1,1381.09,True
P462231,*c1cc(CCCCCCCCCCCCCCCC)c(*)[nH]1,1587.62,True
P462232,*Nc1c(OC)cc(*)cc1OC,1155.38,True
P462233,*Nc1cccc(NC(=C(C#N)C#N)c2cccc(C(*)=C(C#N)C#N)c2)c1,981.34,True
P462234,*Nc1ccc(/C=C/c2ccc(NC(=C(C#N)C#N)c3ccc(C(*)=C(C#N)C#N)cc3)cc2)cc1,1017.71,True
P462235,*Nc1ccc(C(C)(C)c2cccc(C(C)(C)c3ccc(NC(=C(C#N)C#N)c4ccc(C(*)=C(C#N)C#N)cc4)cc3)c2)cc1,1089.4,True
P462236,*Nc1ccc(-c2ccc(NC(=C(C#N)C#N)c3ccc(C(*)=C(C#N)C#N)cc3)c(OC)c2)cc1OC,1038.72,True
P462237,*Cc1cc(C(C)(C)c2ccc3c(c2)CN(C)CO3)cc(CN(*)C)c1O,1278.07,True
P462242,*CCCCCCCCCCN/C(=N/*)c1ccccc1,1464.21,True
P462243,*CCCCCCCCCCN/C(C)=N/*,1648.48,True
P462244,*Cc1ccc(CN/C(C)=N/*)cc1,1246.13,True
P462245,*c1ccc2c(c1)c1cc(*)ccc1n2CC1CO1,1103.74,True
P462247,*c1ccc(/C=C(\c2ccc(OC)cc2)c2ccc(/C(=C/c3ccc(N(*)c4ccccc4)cc3)c3ccc(OC)cc3)cc2)cc1,1114.28,True
P462249,*/C(C#N)=C/c1ccc(N(CC)Cc2ccccc2CN(CC)c2ccc(/C=C(\C#N)S(*)(=O)=O)cc2)cc1,1164.1,True
P462253,*Nc1cc(F)c(*)cc1F,960.31,True
P462254,*c1ccc(-c2ccc(N(*)c3ccc(C)cc3)cc2)cc1,1105.24,True
P462256,*c1ccc(-c2ccc(N(*)c3ccc(CCCC)cc3)cc2)cc1,1203.92,True
P462261,*Nc1ccc(*)cc1N,1010.1,True
P462263,*c1ccc(/C=C/c2cc(OCCCCCCCC)c(/C=C/c3ccc(N(*)c4ccccc4)cc3)cc2OCCCCCCCC)cc1,1354.09,True
P462264,*c1ccc2cc(N(*)c3ccccc3)ccc2c1,1022.47,True
P462270,*c1ccc2c(c1)[Si](CCCCCCCC)(CCCCCCCC)c1cc(*)ccc1N2c1c(C)c(C)c(C)c(C)c1C,1473.07,True
P462275,*c1ccc(C(c2ccccc2)c2ccc(N(*)c3ccc(C)cc3)cc2)cc1,1109.84,True
P462276,*c1ccc(C(c2ccc(OCCCC)cc2)c2ccc(N(*)c3ccc(C)cc3)cc2)cc1,1197.85,True
P462277,*c1ccc(C(c2ccc(C#N)cc2)c2ccc(N(*)c3ccc(C)cc3)cc2)cc1,1084.17,True
P462278,*c1ccc(C(c2ccc(N(*)c3ccc(C)cc3)cc2)c2ccc([N+](=O)[O-])cc2)cc1,1094.43,True
P462279,*c1ccc(C(c2ccc(C(=O)OC)cc2)c2ccc(N(*)c3ccc(C)cc3)cc2)cc1,1123.87,True
P462282,*c1ccc(/C=C/c2cc(OCC(CC)CCCC)c(/C=C/c3ccc(N(*)c4ccccc4)cc3)cc2OC)cc1,1262.15,True
P462283,*c1ccc(/C=C(\C#N)c2cc(OCCCCCCCC)c(/C(C#N)=C/c3ccc(N(*)c4ccccc4)cc3)cc2OCCCCCCCC)cc1,1303.88,True
P462284,*Nc1ccc(*)cc1OCCCCCCCCCCOc1ccc(C2CCC(CCCCC)CC2)cc1,1458.21,True
P462286,*CCN(*)C,1728.67,True
P462287,*Nc1ccc(*)cc1I,500.69,True
P462288,*/C=N/c1ccc(-c2ccc(/N=C/c3ccc4c(c3)c3cc(*)ccc3n4CCCC)cc2)cc1,1122.47,True
P462290,*CCN[Si](C)(C)N*,1547.48,True
P462291,*Cc1cccc(CN(*)c2ccccc2)c1O,1147.43,True
P462297,*c1[nH]c(*)c2c1CCCCCCCCCC2,1438.88,True
P462298,*c1[nH]c(*)c2c1CCCC2,1178.65,True
P462299,*c1[nH]c(*)c2c1CCC2,1094.77,True
P462300,*c1[nH]c(*)c2c1CCCCC2,1244.86,True
P462301,*c1ccc(-c2ccc(-c3ccc(-c4ccc(N(*)c5ccc(C)cc5)cc4)c4c(C)ccc(C)c34)c3c(C)ccc(C)c23)cc1,1088.37,True
P462302,*c1ccc(-c2cc3c(ccc4ccccc43)cc2-c2ccc(N(*)c3ccc(C)cc3)cc2)cc1,1024.16,True
P462315,*c1ccc(*)n1Cc1ccc[n+](C)c1,1183.58,True
P462317,*Cc1ccc(C[n+]2ccc(-c3cc[n+](*)cc3)cc2)cc1,1155.85,True
P462318,*Cc1cccc(C[n+]2ccc(-c3cc[n+](*)cc3)cc2)c1,1155.85,True
P462319,*Cc1ccccc1C[n+]1ccc(-c2cc[n+](*)cc2)cc1,1155.85,True
P462320,*/C=C/c1ccc(*)[n+](C)c1,1222.98,True
P462321,*CCCCCCCCCC[n+]1ccc(-c2cc[n+](*)cc2)cc1,1433.32,True
P462322,*CCCCCCC[n+]1ccc(/C=C/c2cc[n+](*)cc2)cc1,1377.13,True
P462323,*CCCCCCCCC[n+]1ccc(/C=C/c2cc[n+](*)cc2)cc1,1416.26,True
P462324,*CCCCCCCCCCCC[n+]1ccc(/C=C/c2cc[n+](*)cc2)cc1,1463.2,True
P462325,*c1ccc(-c2ccc(-[n+]3c(-c4ccccc4)cc(-c4ccc(-c5cc(-c6ccccc6)[n+](*)c(-c6ccccc6)c5)cc4)cc3-c3ccccc3)cc2)cc1,1034.51,True
P462326,*c1ccc(-c2ccc(-[n+]3c(-c4ccccc4)cc(-c4ccc(-c5cc(-c6ccccc6)[n+](*)c(-c6ccccc6)c5)cc4)cc3-c3ccccc3)c(C)c2)cc1C,1061.27,True
P462327,*c1ccc(-c2ccc(-[n+]3c(-c4ccccc4)cc(-c4ccc(-c5cc(-c6ccccc6)[n+](*)c(-c6ccccc6)c5)cc4)cc3-c3ccccc3)cc2C(F)(F)F)c(C(F)(F)F)c1,1018.15,True
P462328,*c1ccc(-[n+]2c(-c3ccccc3)cc(-c3ccc(-c4cc(-c5ccccc5)[n+](*)c(-c5ccccc5)c4)cc3)cc2-c2ccccc2)cc1,1034.38,True
P462340,*/C(C#N)=C/c1cc(OCC(CC)CCCC)c(/C=C(\C#N)c2ccc3c4ccc(*)cc4n(CC(CC)CCCC)c3c2)cc1OCC(CC)CCCC,1377.04,True
P462341,*/C=C/c1ccc(N(c2ccc(/C=C/c3ccc4c5ccc(*)cc5n(CC(CC)CCCC)c4c3)cc2)c2ccc(OCC(CC)CCCC)cc2)cc1,1304.34,True
P462342,*/C=C/c1cc(OCC(CC)CCCC)c(/C=C/c2ccc3c4ccc(*)cc4n(CC(CC)CCCC)c3c2)cc1OCC(CC)CCCC,1430.19,True
P462347,*c1ccc(N(*)CCCCCC)cc1,1446.66,True
P462348,*c1ccc(N(*)CCCCCCC)cc1,1473.39,True
P462349,*c1ccc(N(*)CCCCCCCC)cc1,1496.42,True
P462350,*c1ccc(N(*)CCCCCCCCCC)cc1,1534.12,True
P462351,*c1ccc(N(*)CCCCCCCCCCCC)cc1,1563.67,True
P462354,*c1[nH]c(*)c(CC(=O)OC)c1CC(=O)OC,1164.21,True
P462355,*c1[nH]c(*)c(CC(=O)OCCCCCC)c1CC(=O)OCCCCCC,1422.35,True
P462356,*c1[nH]c(*)c(CC(=O)OCCCCCCCCCCCC)c1CC(=O)OCCCCCCCCCCCC,1547.5,True
P462357,*c1ccc(*)n1CCCCCC,1463.18,True
P462359,*c1ccc2c(c1)[Si](C)(C)c1cc(*)ccc1N2C,1213.22,True
P462360,*c1ccc2c(c1)[Si](CCCCCCCC)(CCCCCCCC)c1cc(*)ccc1N2C,1491.23,True
P462361,*c1cc(CCOCCOC)c(*)[nH]1,1281.97,True
P462362,*c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1cc(-c3ccc4c(c3)c3cc(*)ccc3n4-c3ccccc3)ccc1-2,1241.23,True
P462363,*c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1cc(-c3ccc4c(c3)c3cc(*)ccc3n4-c3ccc(C)cc3)ccc1-2,1252.62,True
P462364,*c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1cc(-c3ccc4c(c3)c3cc(*)ccc3n4-c3ccc(OC)cc3)ccc1-2,1247.25,True
P462365,*Nc1ccc(*)cc1C(C)C,1228.71,True
P462366,*Nc1ccc(*)cc1C(C)CC,1283.85,True
P462368,*c1cn(-c2ccc(OC(=O)Cc3ccsc3)cc2)cc1*,1023.36,True
P462369,*c1[nH]c2ccccc2c1*,915.92,True
P462371,*c1ccc(*)n1CC(=O)OC,1188.24,True
P462372,*c1ccc(*)n1CCC(=O)OC,1245.68,True
P462373,*c1ccc(*)n1C(C)C(=O)OC,1217.9,True
P462374,*c1ccc(*)n1C(C)C(=O)OC(C)C(=O)OCC,1272.71,True
P462375,*c1ccc(*)n1CCC(=O)OC(C)C(=O)OCC,1290.41,True
P462376,*Cc1cc(C23CC4CC(CC(C4)C2)C3)cc(CN(*)c2ccccc2)c1O,1275.09,True
P462377,*Cc1cc(C23CC4CC(CC(C4)C2)C3)cc(CN(*)C)c1O,1361.33,True
P462381,*c1ccc(N(c2ccc(CCCC)cc2)c2ccc(-c3ccc4c(c3)c3cc(*)ccc3n4CCCCCCCC)cc2)cc1,1265.45,True
P462382,*c1ccc(N(c2ccc(CCCC)cc2)c2ccc(-c3ccc4c(c3)c3cc(-c5ccc6c(c5)c5cc(*)ccc5n6CCCCCCCC)ccc3n4CCCCCCCC)cc2)cc1,1287.01,True
P462383,*c1ccc(-c2cc3c(cc2OC)-c2cc(OC)c(-c4ccc(N(*)c5ccc(CCCC)cc5)cc4)cc2C3(CCCCCC)CCCCCC)cc1,1311.28,True
P462385,*C1C=CC(=N)C(N2CCN(*)CC2)=C1,1357.51,True
P462386,*CCN(*)C(=O)CCCCCCCCC,1644.84,True
P462388,*c1[nH]c2ccc(Br)cc2c1*,644.0,True
P462389,*C1Nc2ccc(C)cc2C1*,1130.96,True
P462392,*/C=C/c1cc2c(cc1CCCCCC)c1cc(CCCCCC)c(*)cc1n2CCCCCCCC,1500.93,True
P462399,*Nc1cc(C(=O)O)c(*)cc1OC,1071.48,True
P462401,*/C=N/N(CCCC)c1ccc(S(=O)(=O)c2ccc(N(CCCC)/N=C/c3ccc4c(c3)c3cc(*)ccc3n4CC)cc2)cc1,1197.58,True
P462402,*/C=N/N(CCCC)c1ccc(S(=O)(=O)c2ccc(N(CCCC)/N=C/c3ccc4c(c3)c3cc(*)ccc3n4CC(CC)CCCC)cc2)cc1,1263.57,True
P462404,*c1[nH]c2ccc(C#N)cc2c1*,882.32,True
P462405,*Nc1ccc(*)cc1OCCCCCCCCCC,1463.8,True
P462406,*Nc1ccc(*)cc1OCCCCCCCCCCCC,1498.79,True
P462407,*Nc1ccc(*)cc1OCCCCCCCCCCCCCCCC,1551.01,True
P462410,*Nc1c([2H])c([2H])c(*)c([2H])c1[2H],1021.29,True
P462412,*c1ccc(C(=O)CNc2ccc(NCC(=O)c3ccc(S(*)(=O)=O)cc3)cc2)cc1,1012.91,True
P462413,*c1ccc(C(=O)CNc2cccc(NCC(=O)c3ccc(S(*)(=O)=O)cc3)c2)cc1,1012.91,True
P462414,*c1ccc(C(=O)CNc2ccccc2NCC(=O)c2ccc(S(*)(=O)=O)cc2)cc1,1012.91,True
P462415,*c1ccc(C(=O)CNc2ccc(Cc3ccc(NCC(=O)c4ccc(S(*)(=O)=O)cc4)cc3)cc2)cc1,1038.82,True
P462416,*c1ccc(NCC(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)CNc4ccc(S(*)(=O)=O)cc4)cc3)cc2)cc1,988.81,True
P462417,*c1ccc(C(=O)CNNCC(=O)c2ccc(S(*)(=O)=O)cc2)cc1,1007.68,True
P462418,*c1ccc(C(=O)CNCCNCC(=O)c2ccc(S(*)(=O)=O)cc2)cc1,1070.27,True
P462419,*c1ccc(C(=O)CNCCCNCC(=O)c2ccc(S(*)(=O)=O)cc2)cc1,1098.03,True
P462420,*c1ccc(C(=O)CNCCCCCCCCNCC(=O)c2ccc(S(*)(=O)=O)cc2)cc1,1210.43,True
P462421,*c1[nH]c2ccc([N+](=O)[O-])cc2c1*,932.67,True
P462422,*C(=O)c1cc(C(=O)c2ccc3[nH]c4ccc(*)cc4c3c2)c(C(=O)O)cc1C(=O)O,958.56,True
P462423,*C(=O)c1cc(C(=O)c2ccc3c(c2)c2cc(*)ccc2n3C(C)=O)c(C(=O)O)cc1C(=O)O,997.18,True
P462425,*O[Si](C)(C)CCC/N=C1\C=C/C(=N/CCC[Si](*)(C)C)c2c(O)ccc(O)c21,1369.9,True
P462426,*O[Si](C)(C)CCC/N=C1\c2ccccc2/C(=N\CCC[Si](*)(C)C)c2c(O)ccc(O)c21,1306.13,True
P462427,*Nc1ccc(*)cc1[N+](=O)[O-],1006.16,True
P462436,*O[Si](C)(C)CCC/N=C1\C=C(O)/C(=N\CCC[Si](*)(C)C)C=C1O,1445.64,True
P462437,*c1[nH]c2cc([N+](=O)[O-])ccc2c1*,932.67,True
P462439,*Nc1ccc(C(=O)c2ccc(Nc3ccc4c(c3)c3cc(*)ccc3n4CC(CC)CCCC)cc2)cc1,1177.96,True
P462445,*CCN(*)C(=O)c1ccc(C(C)(C)C)cc1,1321.11,True
P462446,*CCN(*)C(=O)C1(c2ccc(Cl)cc2)CCC1,1183.7,True
P462447,*CCN(*)C(=O)Cc1ccc(C(F)(F)F)cc1,1157.94,True
P462448,*CCN(*)C(=O)CSC,1304.48,True
P462449,*CCN(*)C(=O)C(OC)(c1ccccc1)C(F)(F)F,1160.18,True
P462450,*CCN(*)C(=O)c1ccc(SC(F)(F)F)cc1,1068.18,True
P462451,*c1ccc2c(*)c(-c3ccccc3)[nH]c2c1,963.54,True
P462452,*C#CC#Cc1ccc2c3ccc(*)cc3n(CCCCCCCCCCCCCCCC)c2c1,1364.24,True
P462453,*C#CC#Cc1ccc2c(c1)c1cc(*)ccc1n2CCCCCCCCCCCCCCCC,1364.24,True
P462454,*C#CC#Cc1cc(C(C)(C)C)cc2c3cc(C(C)(C)C)cc(*)c3n(CCCCCCCCCCCCCCCC)c12,1420.11,True
P462455,*C#Cc1cc(C(C)(C)C)cc2c3cc(C(C)(C)C)cc(*)c3n(CCCCCCCCCCCCCCCC)c12,1461.4,True
P462456,*c1cc(C(C)(C)C)cc2c3cc(C(C)(C)C)cc(*)c3n(CCCCCCCCCCCCCCCC)c12,1506.65,True
P462457,*O[Si](C)(C)CCC/N=C/c1cc(Cc2ccc(O)c(/C=N/CCC[Si](*)(C)C)c2)ccc1O,1315.65,True
P462458,*CCN(*)C(=O)c1ccccc1F,1156.73,True
P462459,*CCN(*)C(=O)c1cccc(F)c1,1156.73,True
P462460,*CCN(*)C(=O)c1ccc(F)cc1,1156.73,True
P462461,*CCN(*)C(=O)c1cc(F)cc(F)c1,1122.81,True
P462462,*CCN(*)C(=O)c1c(F)cccc1F,1122.81,True
P462463,*CCN(*)C(=O)c1ccc(F)c(F)c1,1122.81,True
P462464,*CCN(*)C(=O)c1cccc(F)c1F,1122.81,True
P462465,*CCN(*)C(=O)c1cc(F)ccc1F,1122.81,True
P462466,*CCN(*)C(=O)c1ccc(F)cc1F,1122.81,True
P462467,*CCN(*)C(=O)c1c(F)cc(F)cc1F,1093.97,True
P462468,*CCN(*)C(=O)c1cc(F)c(F)cc1F,1093.97,True
P462469,*CCN(*)C(=O)c1c(F)ccc(F)c1F,1093.97,True
P462470,*CCN(*)C(=O)c1cc(F)cc(F)c1F,1093.97,True
P462471,*CCN(*)C(=O)c1ccc(F)c(F)c1F,1093.97,True
P462472,*CCN(*)C(=O)c1cc(F)c(F)c(F)c1,1093.97,True
P462473,*CCN(*)C(=O)c1cc(F)c(F)c(F)c1F,1101.81,True
P462474,*CCN(*)C(=O)c1c(F)cc(F)c(F)c1F,1101.81,True
P462475,*CCN(*)C(=O)c1c(F)c(F)cc(F)c1F,1101.81,True
P462476,*CCN(*)C(=O)c1c(F)c(F)c(F)c(F)c1F,1103.76,True
P462477,*c1ccc2c(*)c(C)[nH]c2c1,1003.05,True
P462478,*Nc1cc(OC)c(*)cc1S(=O)(=O)O[n+]1ccc(-c2cc[n+](-c3ccc(F)cc3)cc2)cc1,1030.73,True
P462479,*Nc1cc(OC)c(*)cc1S(=O)(=O)O[n+]1ccc(-c2cc[n+](-c3ccc(Cl)cc3)cc2)cc1,1006.68,True
P462480,*Nc1cc(OC)c(*)cc1S(=O)(=O)O[n+]1ccc(-c2cc[n+](-c3ccc(Br)cc3)cc2)cc1,917.79,True
P462481,*Nc1cc(OC)c(*)cc1S(=O)(=O)O[n+]1ccc(-c2cc[n+](-c3ccc(I)cc3)cc2)cc1,833.7,True
P462484,*Nc1ccc(-c2ccc(Nc3ccc4c(c3)c3cc(*)ccc3n4CC(CC)CCCC)cc2)cc1,1199.59,True
P462485,*Nc1ccc(C(=O)c2ccc(C(=O)c3ccc(Nc4ccc5c(c4)c4cc(*)ccc4n5CC(CC)CCCC)cc3)cc2)cc1,1142.84,True
P462487,*Nc1ccc(C(C)(C)c2cccc(C(C)(C)c3ccc(Nc4ccc(C(=O)c5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)c2)cc1,1090.36,True
P462488,*Nc1ccc(Nc2ccc(C(=O)c3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1,998.4,True
P462489,*Nc1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(Nc4ccc(C(O)(c5ccccc5)c5ccc(C(O)(c6ccccc6)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,1091.85,True
P462490,*Nc1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(Nc4ccc(C(=O)c5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,1090.36,True
P462491,*Nc1ccc(Nc2ccc(C(O)(c3ccccc3)c3ccc(C(O)(c4ccccc4)c4ccc(*)cc4)cc3)cc2)cc1,1026.82,True
P462492,*CCCCCCN(C)c1ccc(C(=O)c2ccc(N(*)C)cc2)cc1,1329.71,True
P462493,*CCCN(C)c1ccc(C(=O)c2ccc(N(*)C)cc2)cc1,1258.03,True
P462494,*CCCCCCCCN(C)c1ccc(C(=O)c2ccc(N(*)C)cc2)cc1,1367.94,True
P462495,*c1ccc(-c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)c2cc(-c4ccc(N(*)c5ccc(N(c6ccc(C(C)(C)c7ccccc7)cc6)c6ccc(C(C)(C)c7ccccc7)cc6)cc5)cc4)ccc2-3)cc1,1257.72,True
P462496,*/C=C/c1ccc2c3ccc(*)cc3n(-c3ccc(OCCCCCCCCCC)c(OCCCCCCCCCC)c3)c2c1,1417.82,True
P462501,*CC(CC)N(*)C(=O)CCCC,1573.73,True
P462502,*/N=c1/c(=N/c2ccc(*)cc2)c2cccc3cccc1c32,980.24,True
P462510,*CCN(*)CC,1744.19,True
P462511,*CCN(*)CCCCCCCCCC,1782.85,True
P462512,*CCN(*)Cc1ccccc1,1342.09,True
P462513,*CCCN(*)C,1744.19,True
P462522,*c1ccc(*)n1C(C(=O)OCC)n1cccc1,1193.37,True
P462523,*c1ccc2cc(*)n(C(C(=O)OCC)n3ccc4ccccc43)c2c1,1124.87,True
P462524,*c1ccc2c(c1)c1cc(*)ccc1n2C(C(=O)OCC)n1c2ccccc2c2ccccc21,1089.3,True
P462525,*c1ccc(*)n1C(C(=O)OCC)n1c2ccccc2c2ccccc21,1116.65,True
P462526,*c1ccc(*)n1C(C(=O)OCC)n1ccc2ccccc21,1147.8,True
P462527,*c1ccc(*)n1C(C(=O)NO)n1cccc1,1033.95,True
P462528,*c1ccc2cc(*)n(C(C(=O)NO)n3ccc4ccccc43)c2c1,1015.12,True
P462529,*c1ccc2c(c1)c1cc(*)ccc1n2C(C(=O)NO)n1c2ccccc2c2ccccc21,1005.64,True
P462530,*c1ccc(*)n1C(C(=O)NO)n1c2ccccc2c2ccccc21,1006.55,True
P462531,*c1ccc(*)n1C(C(=O)NO)n1ccc2ccccc21,1017.54,True
P462532,*CCN(*)CCOCCOC,1609.5,True
P462535,*c1ccc(-c2ccc(N(*)c3ccc(C(F)(F)F)cc3)cc2)cc1,1040.49,True
P462536,*c1ccc(-c2ccc(N(*)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)cc1,1021.62,True
P462541,*c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(-c3ccc4c(c3)c3cc(*)ccc3n4CCCCCC#N)cc2)cc1,1134.36,True
P462551,*CC(O)CN(*)c1cc(C)cc(C)c1,1321.37,True
P462552,*c1ccc(Nc2ccc(Nc3ccc(S(*)(=O)=O)cc3)cc2)cc1,976.79,True
P462553,*c1ccc(Nc2cccc(Nc3ccc(S(*)(=O)=O)cc3)c2)cc1,976.79,True
P462554,*c1ccc(Nc2ccc(C(c3ccc(Nc4ccc(S(*)(=O)=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,985.77,True
P462555,*c1ccc(Nc2c(F)c(F)c(-c3c(F)c(F)c(Nc4ccc(S(*)(=O)=O)cc4)c(F)c3F)c(F)c2F)cc1,986.91,True
P462556,*c1ccc(Nc2ccc(C3(c4ccc(Nc5ccc(S(*)(=O)=O)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,990.82,True
P462557,*c1ccc(Nc2ccc(C3(c4ccc(Nc5ccc(S(*)(=O)=O)cc5)c(F)c4)c4ccccc4-c4ccccc43)cc2F)cc1,980.04,True
P462558,*c1ccc(Nc2ccc(C3(c4ccc(Nc5ccc(S(*)(=O)=O)cc5)c(C)c4)c4ccccc4-c4ccccc43)cc2C)cc1,1025.36,True
P462564,*CC(CC)N(*)C(=O)CC,1522.2,True
P462565,*CC(CC)N(*)C(=O)CCCCCCCC,1635.75,True
P462566,*CC(CC)N(*)C(=O)CCCCCCCCC,1646.43,True
P462567,*CC(CC)N(*)C(=O)CCCCCCCCCCC,1664.25,True
P462568,*/C=C/c1cc(OC)c(/C=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc(*)n5CCCCCC)cc4)cc3)n2CCCCCC)cc1OC,1287.14,True
P462569,*/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/c3ccc(/C=C/c4ccc5c(c4)C(CC)(CC)c4cc(/C=C/c6ccc(*)n6CCCCCC)ccc4-5)n3CCCCCC)cc2)cc1,1280.2,True
P462570,*CCN(*)C(=O)C1CC1,1413.96,True
P462575,*CC[NH2+]*,1625.53,True
P462576,*Nc1cc(S(=O)(=O)O)c(*)cc1OC,963.94,True
P470005,*O[Si](C)(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,1235.1,True
P470006,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](*)(C)CCl,1471.68,True
P470007,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](*)(C)CCc1ccc(Cl)cc1,1393.64,True
P470008,*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](*)(C)CCc1ccc(C)cc1,1487.27,True
P470009,*CCC[Si](*)(c1ccccc1)c1ccccc1,1257.09,True
P470010,*C[Si](*)(c1ccccc1)c1ccccc1,1172.38,True
P470013,*[Si](*)(CCCCC)CCCCC,1802.46,True
P470014,*O[Si](*)(C)CCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,1237.93,True
P470015,*O[Si](*)(C)CCCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,1261.12,True
